num_rows,tconst_unq,titletype_unq,primarytitle_unq,originaltitle_unq,isadult_unq,startyear_unq,endyear_unq,runtimeminutes_unq,genres_unq
6023418,6023418,10,3059415,3074552,2,147,92,814,2220
