titleid_null_p,ordering_null_p,title_null_p,region_null_p,language_null_p,types_null_p,attributes_null_p,isoriginaltitle_null_p
0,0,0,12.099360475837045,92.4085665658864141,71.9052573291087642,95.2770696546069828,0.05768182606974123835
