tconst_c,titletype_c,primarytitle_c,originaltitle_c,isadult_c,startyear_c,endyear_c,runtimeminutes_c,genres_c
0,0,0,0.00290532717470379774,0,5.5968056674798262,99.1513124275950963,70.1422846629604653,7.9480122415545459
