num_actors,num_actresses,num_writers,num_publicists,num_legal,num_executives,num_producers,num_managers,num_production_managers,num_production_designers,num_directors,num_ass_directors,num_casting_directors,num_casting_department,num_talent_agents,num_art_directors,num_art_department,num_cinematographers,num_set_decorators,num_camera_department,num_editors,num_editorial_department,num_location_management,num_transportation_department,num_make_up_department,num_costume_designers,num_costume_department,num_editorial_department,num_composers,num_soundtrack,num_music_department,num_sound_department,num_special_effects,num_visual_effects,num_stunts,num_animators,num_electrical_department
2238851,1331941,632535,3190,3043,24001,832835,165711,155534,61833,762504,190298,23863,41182,11005,69612,336116,267567,41746,578692,349148,136956,57396,71375,165846,58125,111403,136956,229470,131954,177774,292947,53203,165765,66568,148201,4
