num_comedies,num_drames,num_news,num_crime,num_talk_shows,num_actions,num_adult,num_thrillers,num_sport,num_mystery,num_romance,num_scifi,num_noir,num_realtv,num_biography,num_war,num_fantasy,num_musicals,num_history,num_animation,num_documentaries,num_music,num_family,num_horrors,num_westerns,num_game_shows,num_adventures
1280822,1620401,393847,262226,564580,257120,173838,106946,126726,123778,556126,83415,771,295192,71354,24685,127693,47257,83441,304533,585352,321926,421785,108748,26139,197806,215248
